ORDER_ID,COURIER,WAREHOUSE,HANDOFFS,PRIOR_DELAYS,DELIVERY_DELAY_MINUTES
ORD002124,CityHop,WH-C3,5,1,91.8
ORD002125,CityHop,WH-C3,0,3,59.7
ORD002126,SwiftRun,WH-D4,5,3,82.0
ORD002127,RapidoLog,WH-A1,3,5,95.3
ORD002128,NovaShip,WH-B2,1,4,70.2
ORD002129,CityHop,WH-A1,3,2,84.2
ORD002130,NovaShip,WH-A1,1,5,71.0
ORD002131,MetroDash,WH-D4,4,0,68.3
ORD002132,SwiftRun,WH-C3,1,8,65.1
ORD002133,RapidoLog,WH-C3,1,5,85.2
ORD002134,SwiftRun,WH-C3,3,6,53.2
ORD002135,CityHop,WH-B2,3,0,87.1
ORD002136,RapidoLog,WH-C3,3,7,85.1
ORD002137,SwiftRun,WH-C3,5,4,73.0
ORD002138,MetroDash,WH-D4,3,2,67.5
ORD002139,RapidoLog,WH-D4,0,4,38.2
ORD002140,CityHop,WH-D4,4,8,77.1
ORD002141,SwiftRun,WH-D4,3,1,88.4
ORD002142,CityHop,WH-A1,4,0,83.9
ORD002143,CityHop,WH-A1,3,7,76.0
ORD002144,NovaShip,WH-D4,3,0,77.2
ORD002145,NovaShip,WH-B2,1,1,63.9
ORD002146,SwiftRun,WH-D4,3,3,63.7
ORD002147,SwiftRun,WH-D4,1,2,46.7
ORD002148,NovaShip,WH-B2,3,5,102.5
ORD002149,SwiftRun,WH-D4,2,4,69.5
ORD002150,MetroDash,WH-A1,5,3,101.4
ORD002151,NovaShip,WH-D4,3,0,55.9
ORD002152,CityHop,WH-B2,2,3,58.8
ORD002153,MetroDash,WH-A1,3,8,77.6
ORD002154,SwiftRun,WH-C3,5,8,65.4
ORD002155,NovaShip,WH-B2,5,8,117.9
ORD002156,MetroDash,WH-D4,5,4,76.5
ORD002157,NovaShip,WH-A1,3,2,72.1
ORD002158,NovaShip,WH-C3,0,0,70.4
ORD002159,NovaShip,WH-B2,5,7,99.3
ORD002160,NovaShip,WH-D4,0,2,56.2
ORD002161,SwiftRun,WH-B2,4,1,62.0
ORD002162,MetroDash,WH-C3,4,6,89.3
ORD002163,RapidoLog,WH-A1,0,2,64.3
ORD002164,SwiftRun,WH-A1,1,3,39.0
ORD002165,RapidoLog,WH-D4,5,0,85.0
ORD002166,MetroDash,WH-C3,0,5,41.7
ORD002167,RapidoLog,WH-C3,2,0,93.2
ORD002168,RapidoLog,WH-D4,1,8,74.8
ORD002169,MetroDash,WH-D4,0,6,79.6
ORD002170,NovaShip,WH-D4,5,2,82.0
ORD002171,MetroDash,WH-B2,3,2,61.6
ORD002172,RapidoLog,WH-B2,4,8,94.6
ORD002173,RapidoLog,WH-D4,5,7,88.0
ORD002174,NovaShip,WH-C3,4,3,85.2
ORD002175,NovaShip,WH-A1,1,2,89.1
ORD002176,RapidoLog,WH-B2,4,1,100.4
ORD002177,NovaShip,WH-A1,1,4,86.0
ORD002178,MetroDash,WH-A1,4,8,100.0
ORD002179,MetroDash,WH-C3,0,5,36.6
ORD002180,NovaShip,WH-D4,3,6,81.4
ORD002181,NovaShip,WH-A1,5,5,93.1
ORD002182,RapidoLog,WH-D4,3,1,66.3
ORD002183,CityHop,WH-A1,2,3,81.0
ORD002184,RapidoLog,WH-C3,3,1,77.7
ORD002185,RapidoLog,WH-C3,0,3,40.3
ORD002186,NovaShip,WH-A1,4,3,92.7
ORD002187,MetroDash,WH-C3,2,4,57.5
ORD002188,NovaShip,WH-D4,1,3,60.8
ORD002189,NovaShip,WH-A1,3,0,68.0
ORD002190,NovaShip,WH-C3,0,4,72.6
ORD002191,NovaShip,WH-C3,4,0,45.1
ORD002192,NovaShip,WH-D4,5,5,110.3
ORD002193,RapidoLog,WH-A1,0,4,26.4
ORD002194,SwiftRun,WH-B2,4,8,91.1
ORD002195,RapidoLog,WH-D4,1,0,22.8
ORD002196,SwiftRun,WH-D4,4,8,86.1
ORD002197,RapidoLog,WH-C3,5,6,102.7
ORD002198,MetroDash,WH-D4,2,4,74.8
ORD002199,RapidoLog,WH-A1,4,8,78.8
ORD002200,CityHop,WH-B2,0,1,79.9
ORD002201,NovaShip,WH-C3,4,5,65.5
ORD002202,SwiftRun,WH-C3,3,2,50.3
ORD002203,RapidoLog,WH-D4,2,5,92.6
ORD002204,SwiftRun,WH-C3,3,1,47.4
ORD002205,RapidoLog,WH-D4,1,6,67.9
ORD002206,RapidoLog,WH-A1,5,8,109.7
ORD002207,SwiftRun,WH-B2,3,8,97.5
ORD002208,SwiftRun,WH-C3,0,2,58.3
ORD002209,NovaShip,WH-A1,0,3,44.9
ORD002210,NovaShip,WH-C3,2,2,50.7
ORD002211,CityHop,WH-B2,0,2,58.2
ORD002212,RapidoLog,WH-C3,5,5,99.9
ORD002213,CityHop,WH-C3,5,8,92.2
ORD002214,NovaShip,WH-A1,5,8,84.0
ORD002215,CityHop,WH-C3,3,6,88.7
ORD002216,RapidoLog,WH-D4,0,3,53.3
ORD002217,RapidoLog,WH-A1,2,7,57.5
ORD002218,CityHop,WH-C3,0,1,59.0
ORD002219,SwiftRun,WH-D4,3,1,54.9
ORD002220,SwiftRun,WH-B2,1,5,56.1
ORD002221,CityHop,WH-B2,0,5,98.5
ORD002222,SwiftRun,WH-D4,3,4,51.4
ORD002223,MetroDash,WH-B2,2,7,69.8
ORD002224,MetroDash,WH-B2,5,7,92.7
ORD002225,SwiftRun,WH-B2,1,0,29.2
ORD002226,RapidoLog,WH-B2,5,2,69.1
ORD002227,MetroDash,WH-C3,1,2,55.9
ORD002228,RapidoLog,WH-D4,1,2,47.7
ORD002229,MetroDash,WH-B2,0,1,41.9
ORD002230,CityHop,WH-C3,1,3,94.9
ORD002231,SwiftRun,WH-D4,2,5,62.3
ORD002232,RapidoLog,WH-C3,3,1,75.8
ORD002233,CityHop,WH-B2,1,2,70.8
ORD002234,SwiftRun,WH-D4,5,8,104.4
ORD002235,RapidoLog,WH-A1,1,8,73.9
ORD002236,MetroDash,WH-C3,0,0,61.4
ORD002237,SwiftRun,WH-D4,3,5,41.6
ORD002238,MetroDash,WH-A1,0,3,45.7
ORD002239,RapidoLog,WH-C3,3,1,52.8
ORD002240,MetroDash,WH-D4,5,8,94.7
ORD002241,SwiftRun,WH-C3,2,0,72.6
ORD002242,MetroDash,WH-B2,4,4,61.5
ORD002243,NovaShip,WH-A1,5,1,105.6
ORD002244,RapidoLog,WH-D4,5,2,100.6
ORD002245,RapidoLog,WH-C3,1,2,37.5
ORD002246,MetroDash,WH-B2,1,7,80.7
ORD002247,CityHop,WH-A1,3,8,79.7
ORD002248,NovaShip,WH-C3,3,0,69.4
ORD002249,RapidoLog,WH-B2,5,8,97.2
ORD002250,SwiftRun,WH-B2,3,1,53.9
ORD002251,CityHop,WH-D4,5,8,108.2
ORD002252,CityHop,WH-D4,2,1,64.7
ORD002253,NovaShip,WH-D4,2,8,65.1
ORD002254,CityHop,WH-C3,2,1,60.5
ORD002255,NovaShip,WH-D4,2,0,58.2
ORD002256,NovaShip,WH-B2,2,7,91.7
ORD002257,SwiftRun,WH-C3,2,2,78.2
ORD002258,NovaShip,WH-B2,0,4,68.7
ORD002259,SwiftRun,WH-D4,4,7,76.5
ORD002260,CityHop,WH-A1,1,5,45.9
ORD002261,RapidoLog,WH-B2,2,6,69.1
ORD002262,NovaShip,WH-C3,5,0,110.2
ORD002263,MetroDash,WH-C3,2,2,65.2
ORD002264,MetroDash,WH-C3,4,4,52.4
ORD002265,NovaShip,WH-D4,5,7,67.9
ORD002266,SwiftRun,WH-D4,5,4,108.1
ORD002267,MetroDash,WH-C3,5,8,107.7
ORD002268,MetroDash,WH-D4,0,5,49.8
ORD002269,RapidoLog,WH-C3,4,3,80.7
ORD002270,SwiftRun,WH-C3,0,8,60.0
ORD002271,RapidoLog,WH-C3,2,4,49.7
ORD002272,RapidoLog,WH-A1,3,8,93.2
ORD002273,NovaShip,WH-A1,0,6,48.2
ORD002274,RapidoLog,WH-D4,4,5,105.4
ORD002275,NovaShip,WH-A1,4,8,86.0
ORD002276,CityHop,WH-D4,4,0,78.5
ORD002277,RapidoLog,WH-B2,3,8,101.1
ORD002278,SwiftRun,WH-D4,3,1,57.5
ORD002279,NovaShip,WH-A1,5,5,78.5
ORD002280,RapidoLog,WH-A1,4,2,53.9
ORD002281,NovaShip,WH-A1,0,0,50.9
ORD002282,MetroDash,WH-B2,2,8,80.4
ORD002283,CityHop,WH-A1,3,7,71.5
ORD002284,RapidoLog,WH-A1,3,7,66.0
ORD002285,MetroDash,WH-A1,2,5,74.5
ORD002286,NovaShip,WH-B2,4,4,104.0
ORD002287,SwiftRun,WH-A1,2,1,69.5
ORD002288,CityHop,WH-A1,1,6,105.6
ORD002289,NovaShip,WH-A1,5,0,90.7
ORD002290,CityHop,WH-C3,2,6,102.0
ORD002291,SwiftRun,WH-B2,3,6,86.0
ORD002292,RapidoLog,WH-B2,0,5,39.1
ORD002293,MetroDash,WH-D4,1,1,58.3
ORD002294,CityHop,WH-C3,5,2,111.2
ORD002295,CityHop,WH-A1,4,5,91.9
ORD002296,MetroDash,WH-C3,2,6,46.0
ORD002297,NovaShip,WH-C3,4,4,95.4
ORD002298,SwiftRun,WH-B2,1,1,19.7
ORD002299,CityHop,WH-A1,1,4,91.5
ORD002300,RapidoLog,WH-D4,2,0,32.0
ORD002301,MetroDash,WH-B2,0,2,49.4
ORD002302,MetroDash,WH-A1,4,3,100.2
ORD002303,RapidoLog,WH-D4,3,1,88.6
ORD002304,MetroDash,WH-B2,5,3,107.1
ORD002305,RapidoLog,WH-D4,4,3,73.2
ORD002306,CityHop,WH-C3,3,1,75.5
ORD002307,CityHop,WH-A1,3,4,89.1
ORD002308,NovaShip,WH-D4,1,7,45.9
ORD002309,RapidoLog,WH-C3,2,2,63.2
ORD002310,MetroDash,WH-C3,0,2,27.6
ORD002311,CityHop,WH-C3,5,4,122.9
ORD002312,RapidoLog,WH-B2,1,1,17.6
ORD002313,RapidoLog,WH-C3,4,3,91.3
ORD002314,CityHop,WH-B2,0,2,66.9
ORD002315,RapidoLog,WH-D4,0,8,69.1
ORD002316,MetroDash,WH-A1,2,3,85.7
ORD002317,RapidoLog,WH-D4,1,1,38.1
ORD002318,NovaShip,WH-C3,3,4,68.4
ORD002319,SwiftRun,WH-B2,3,3,53.3
ORD002320,SwiftRun,WH-A1,1,3,67.9
ORD002321,CityHop,WH-A1,5,5,98.9
ORD002322,RapidoLog,WH-D4,0,1,60.6
ORD002323,SwiftRun,WH-D4,3,3,68.2
ORD002324,CityHop,WH-B2,4,2,83.5
ORD002325,SwiftRun,WH-A1,0,1,52.0
ORD002326,CityHop,WH-B2,4,6,93.0
ORD002327,RapidoLog,WH-C3,2,2,67.9
ORD002328,CityHop,WH-D4,3,3,68.6
ORD002329,RapidoLog,WH-D4,5,7,82.9
ORD002330,RapidoLog,WH-B2,2,6,63.1
ORD002331,CityHop,WH-A1,2,7,83.3
ORD002332,RapidoLog,WH-D4,2,1,44.7
ORD002333,CityHop,WH-B2,2,7,96.5
ORD002334,RapidoLog,WH-B2,5,8,73.4
ORD002335,RapidoLog,WH-D4,4,2,77.4
ORD002336,MetroDash,WH-B2,2,4,84.3
ORD002337,MetroDash,WH-A1,3,1,62.3
ORD002338,NovaShip,WH-A1,3,1,72.3
ORD002339,MetroDash,WH-D4,0,0,50.6
ORD002340,SwiftRun,WH-A1,2,8,84.0
ORD002341,MetroDash,WH-D4,5,4,76.8
ORD002342,RapidoLog,WH-D4,1,5,61.3
ORD002343,CityHop,WH-C3,3,3,71.9
ORD002344,CityHop,WH-A1,1,6,71.1
ORD002345,MetroDash,WH-D4,5,6,69.8
ORD002346,NovaShip,WH-B2,1,5,68.8
ORD002347,CityHop,WH-A1,0,6,83.3
ORD002348,MetroDash,WH-C3,2,3,69.9
ORD002349,CityHop,WH-A1,2,0,75.2
ORD002350,MetroDash,WH-A1,0,4,56.6
ORD002351,NovaShip,WH-A1,0,0,99.1
ORD002352,RapidoLog,WH-A1,3,8,84.1
ORD002353,MetroDash,WH-A1,1,4,55.3
ORD002354,CityHop,WH-B2,0,6,56.1
ORD002355,NovaShip,WH-A1,1,8,95.0
ORD002356,SwiftRun,WH-C3,0,2,28.5
ORD002357,SwiftRun,WH-C3,0,1,63.6
ORD002358,NovaShip,WH-B2,3,7,85.1
ORD002359,SwiftRun,WH-B2,4,1,84.6
ORD002360,CityHop,WH-B2,1,2,59.3
ORD002361,CityHop,WH-B2,2,0,35.8
ORD002362,MetroDash,WH-C3,1,7,67.3
ORD002363,SwiftRun,WH-D4,4,8,72.1
ORD002364,NovaShip,WH-B2,0,0,53.5
ORD002365,RapidoLog,WH-C3,5,6,77.3
ORD002366,SwiftRun,WH-D4,1,6,46.8
ORD002367,SwiftRun,WH-D4,0,0,45.6
ORD002368,RapidoLog,WH-B2,2,0,74.1
ORD002369,RapidoLog,WH-D4,4,0,35.9
ORD002370,MetroDash,WH-A1,0,5,29.2
ORD002371,MetroDash,WH-C3,0,8,65.7
ORD002372,SwiftRun,WH-A1,2,1,65.7
ORD002373,CityHop,WH-A1,5,1,95.4
ORD002374,MetroDash,WH-B2,5,8,116.1
ORD002375,CityHop,WH-D4,4,0,86.5
ORD002376,CityHop,WH-A1,4,4,49.6
ORD002377,NovaShip,WH-A1,5,4,99.2
ORD002378,NovaShip,WH-B2,0,6,76.5
ORD002379,SwiftRun,WH-B2,3,8,89.7
ORD002380,RapidoLog,WH-C3,1,6,70.7
ORD002381,RapidoLog,WH-C3,4,4,96.8
ORD002382,RapidoLog,WH-A1,5,4,55.5
ORD002383,SwiftRun,WH-A1,3,5,52.1
ORD002384,CityHop,WH-B2,3,6,100.4
ORD002385,NovaShip,WH-A1,1,5,61.1
ORD002386,NovaShip,WH-D4,2,4,65.9
ORD002387,SwiftRun,WH-C3,5,2,58.4
ORD002388,SwiftRun,WH-D4,5,2,68.5
ORD002389,SwiftRun,WH-C3,4,5,88.0
ORD002390,SwiftRun,WH-B2,2,2,66.0
ORD002391,MetroDash,WH-C3,5,4,86.4
ORD002392,SwiftRun,WH-C3,0,2,36.1
ORD002393,RapidoLog,WH-B2,0,7,49.4
ORD002394,MetroDash,WH-A1,2,3,80.2
ORD002395,SwiftRun,WH-D4,1,2,49.9
ORD002396,CityHop,WH-A1,1,2,58.0
ORD002397,MetroDash,WH-B2,2,3,37.8
ORD002398,CityHop,WH-D4,0,6,52.2
ORD002399,RapidoLog,WH-A1,4,5,93.6
ORD002400,MetroDash,WH-A1,2,5,88.5
ORD002401,RapidoLog,WH-A1,2,5,61.9
ORD002402,CityHop,WH-B2,5,1,127.5
ORD002403,RapidoLog,WH-C3,0,5,48.7
ORD002404,CityHop,WH-D4,4,0,91.9
ORD002405,MetroDash,WH-A1,5,1,78.9
ORD002406,CityHop,WH-B2,1,2,62.1
ORD002407,MetroDash,WH-D4,5,8,101.5
ORD002408,MetroDash,WH-C3,1,0,14.6
ORD002409,NovaShip,WH-B2,1,1,63.4
ORD002410,RapidoLog,WH-C3,0,7,47.7
ORD002411,CityHop,WH-B2,4,2,96.2
ORD002412,RapidoLog,WH-D4,2,2,81.1
ORD002413,RapidoLog,WH-B2,2,5,60.8
ORD002414,NovaShip,WH-D4,3,4,65.8
ORD002415,NovaShip,WH-C3,5,5,100.5
ORD002416,NovaShip,WH-D4,2,6,104.6
ORD002417,MetroDash,WH-D4,3,7,99.9
ORD002418,CityHop,WH-B2,0,2,74.9
ORD002419,SwiftRun,WH-B2,1,3,60.3
ORD002420,NovaShip,WH-D4,1,5,86.5
ORD002421,MetroDash,WH-B2,0,4,43.4
ORD002422,SwiftRun,WH-C3,2,1,67.4
ORD002423,RapidoLog,WH-B2,5,2,72.4
ORD002424,MetroDash,WH-A1,0,8,55.1
ORD002425,NovaShip,WH-B2,1,3,74.8
ORD002426,NovaShip,WH-D4,3,1,65.1
ORD002427,CityHop,WH-D4,4,2,95.3
ORD002428,MetroDash,WH-C3,4,5,76.9
ORD002429,SwiftRun,WH-A1,0,5,67.6
ORD002430,NovaShip,WH-A1,1,8,94.5
ORD002431,SwiftRun,WH-C3,1,1,46.3
ORD002432,SwiftRun,WH-C3,4,3,73.7
ORD002433,NovaShip,WH-A1,0,6,72.7
ORD002434,SwiftRun,WH-A1,4,0,76.0
ORD002435,MetroDash,WH-D4,5,1,85.9
ORD002436,SwiftRun,WH-D4,3,7,58.1
ORD002437,RapidoLog,WH-A1,5,5,79.8
ORD002438,NovaShip,WH-C3,3,5,85.6
ORD002439,MetroDash,WH-B2,2,2,67.2
ORD002440,NovaShip,WH-C3,3,6,78.9
ORD002441,MetroDash,WH-A1,1,8,49.6
ORD002442,MetroDash,WH-C3,2,1,68.4
ORD002443,CityHop,WH-D4,0,3,61.1
ORD002444,SwiftRun,WH-D4,1,8,57.3
ORD002445,SwiftRun,WH-A1,4,4,95.0
ORD002446,SwiftRun,WH-A1,3,1,39.7
ORD002447,MetroDash,WH-C3,5,4,70.7
ORD002448,RapidoLog,WH-A1,4,6,91.5
ORD002449,NovaShip,WH-D4,2,6,72.5
ORD002450,MetroDash,WH-B2,2,4,70.5
ORD002451,CityHop,WH-B2,5,6,92.1
ORD002452,NovaShip,WH-A1,2,3,56.6
ORD002453,RapidoLog,WH-A1,0,5,56.1
ORD002454,RapidoLog,WH-B2,3,0,65.8
ORD002455,MetroDash,WH-C3,3,5,65.9
ORD002456,RapidoLog,WH-A1,4,2,64.2
ORD002457,RapidoLog,WH-B2,5,8,124.5
ORD002458,RapidoLog,WH-B2,5,6,61.5
ORD002459,CityHop,WH-C3,4,2,80.6
ORD002460,MetroDash,WH-A1,4,6,76.6
ORD002461,SwiftRun,WH-A1,4,5,54.6
ORD002462,MetroDash,WH-B2,2,6,54.7
ORD002463,SwiftRun,WH-A1,0,0,37.0
ORD002464,SwiftRun,WH-A1,2,8,58.9
ORD002465,CityHop,WH-A1,2,8,119.1
ORD002466,MetroDash,WH-D4,3,6,71.3
ORD002467,NovaShip,WH-A1,1,2,74.9
ORD002468,CityHop,WH-D4,0,5,78.0
ORD002469,MetroDash,WH-B2,0,6,55.6
ORD002470,SwiftRun,WH-C3,1,6,50.1
ORD002471,SwiftRun,WH-D4,3,6,50.4
ORD002472,NovaShip,WH-B2,3,3,95.5
ORD002473,RapidoLog,WH-B2,3,6,61.0
ORD002474,NovaShip,WH-B2,3,6,100.0
ORD002475,NovaShip,WH-A1,3,4,90.9
ORD002476,RapidoLog,WH-D4,1,6,58.5
ORD002477,NovaShip,WH-C3,5,8,92.2
ORD002478,RapidoLog,WH-C3,3,8,93.9
ORD002479,CityHop,WH-D4,2,1,78.1
ORD002480,SwiftRun,WH-A1,5,2,62.1
ORD002481,NovaShip,WH-D4,2,7,74.1
ORD002482,MetroDash,WH-C3,5,0,60.6
ORD002483,MetroDash,WH-A1,3,5,86.0
ORD002484,SwiftRun,WH-D4,1,0,51.7
ORD002485,CityHop,WH-B2,3,6,75.6
ORD002486,CityHop,WH-A1,5,5,123.8
ORD002487,NovaShip,WH-C3,3,7,93.3
ORD002488,MetroDash,WH-C3,2,1,73.0
ORD002489,RapidoLog,WH-C3,4,3,76.4
ORD002490,CityHop,WH-D4,5,2,95.9
ORD002491,CityHop,WH-B2,1,0,66.2
ORD002492,CityHop,WH-B2,1,6,97.6
ORD002493,NovaShip,WH-C3,4,0,87.0
ORD002494,NovaShip,WH-C3,3,7,114.4
ORD002495,NovaShip,WH-B2,4,0,63.4
ORD002496,SwiftRun,WH-B2,4,0,68.5
ORD002497,SwiftRun,WH-B2,5,0,81.8
ORD002498,MetroDash,WH-D4,4,4,87.9
ORD002499,SwiftRun,WH-A1,0,2,44.5
ORD002500,CityHop,WH-B2,4,6,91.0
ORD002501,MetroDash,WH-B2,4,5,66.7
ORD002502,SwiftRun,WH-B2,2,1,55.6
ORD002503,MetroDash,WH-D4,5,0,94.5
ORD002504,RapidoLog,WH-C3,3,1,46.2
ORD002505,MetroDash,WH-D4,2,1,62.1
ORD002506,RapidoLog,WH-B2,0,0,68.4
ORD002507,MetroDash,WH-C3,0,6,71.5
ORD002508,NovaShip,WH-B2,1,6,59.3
ORD002509,MetroDash,WH-A1,2,8,66.1
ORD002510,RapidoLog,WH-C3,2,0,68.7
ORD002511,MetroDash,WH-D4,2,5,55.4
ORD002512,CityHop,WH-B2,0,8,61.2
ORD002513,SwiftRun,WH-A1,5,2,83.1
ORD002514,SwiftRun,WH-D4,4,2,75.4
ORD002515,MetroDash,WH-A1,3,2,81.4
ORD002516,SwiftRun,WH-B2,3,1,66.4
ORD002517,SwiftRun,WH-C3,1,8,72.3
ORD002518,SwiftRun,WH-C3,1,0,45.8
ORD002519,MetroDash,WH-D4,5,8,105.2
ORD002520,CityHop,WH-D4,3,6,94.8
ORD002521,MetroDash,WH-C3,3,7,87.8
ORD002522,SwiftRun,WH-A1,1,8,58.5
ORD002523,MetroDash,WH-B2,2,6,93.0
ORD002524,CityHop,WH-B2,1,0,69.3
ORD002525,RapidoLog,WH-A1,5,6,79.1
ORD002526,RapidoLog,WH-B2,5,6,96.8
ORD002527,RapidoLog,WH-B2,0,0,42.6
ORD002528,RapidoLog,WH-A1,3,3,79.4
ORD002529,NovaShip,WH-C3,0,2,34.8
ORD002530,CityHop,WH-C3,2,4,67.5
ORD002531,RapidoLog,WH-A1,4,2,82.6
ORD002532,NovaShip,WH-D4,1,6,87.1
ORD002533,RapidoLog,WH-D4,4,3,69.0
ORD002534,RapidoLog,WH-C3,0,2,63.3
ORD002535,RapidoLog,WH-D4,1,7,73.4
ORD002536,CityHop,WH-B2,5,1,97.1
ORD002537,NovaShip,WH-D4,1,6,60.3
ORD002538,NovaShip,WH-D4,0,3,77.0
ORD002539,NovaShip,WH-B2,3,3,61.2
ORD002540,NovaShip,WH-A1,5,2,86.3
ORD002541,CityHop,WH-A1,3,2,88.5
ORD002542,MetroDash,WH-A1,0,8,66.1
ORD002543,RapidoLog,WH-C3,5,7,86.7
ORD002544,NovaShip,WH-D4,4,0,63.2
ORD002545,RapidoLog,WH-C3,3,5,57.7
ORD002546,SwiftRun,WH-D4,1,5,47.9
ORD002547,NovaShip,WH-D4,2,5,52.2
ORD002548,NovaShip,WH-A1,0,3,63.1
ORD002549,NovaShip,WH-B2,5,0,97.6
ORD002550,MetroDash,WH-A1,3,3,74.6
ORD002551,NovaShip,WH-C3,2,0,47.2
ORD002552,CityHop,WH-C3,4,3,92.5
ORD002553,NovaShip,WH-A1,1,7,92.1
ORD002554,CityHop,WH-A1,3,4,66.6
ORD002555,CityHop,WH-D4,3,2,91.2
ORD002556,RapidoLog,WH-B2,4,4,74.2
ORD002557,CityHop,WH-B2,0,5,58.6
ORD002558,NovaShip,WH-A1,5,6,120.9
ORD002559,SwiftRun,WH-B2,5,1,61.6
ORD002560,MetroDash,WH-B2,4,7,87.9
ORD002561,MetroDash,WH-C3,0,2,54.4
ORD002562,MetroDash,WH-A1,3,3,91.4
ORD002563,NovaShip,WH-A1,5,4,94.3
ORD002564,CityHop,WH-B2,2,0,65.1
ORD002565,NovaShip,WH-D4,5,1,111.5
ORD002566,CityHop,WH-B2,4,8,92.7
ORD002567,CityHop,WH-C3,0,0,43.0
ORD002568,NovaShip,WH-C3,1,2,53.7
ORD002569,NovaShip,WH-D4,4,2,89.4
ORD002570,SwiftRun,WH-B2,4,0,56.0
ORD002571,CityHop,WH-A1,3,6,118.5
ORD002572,NovaShip,WH-B2,1,4,75.0
ORD002573,RapidoLog,WH-C3,5,0,90.5
ORD002574,RapidoLog,WH-B2,4,5,72.9
ORD002575,NovaShip,WH-C3,1,8,67.4
ORD002576,SwiftRun,WH-B2,4,6,74.8
ORD002577,RapidoLog,WH-D4,2,0,87.5
ORD002578,CityHop,WH-C3,1,8,97.2
ORD002579,NovaShip,WH-D4,5,6,91.9
ORD002580,SwiftRun,WH-D4,5,0,57.2
ORD002581,SwiftRun,WH-A1,0,3,41.5
ORD002582,CityHop,WH-A1,5,5,105.1
ORD002583,RapidoLog,WH-C3,2,2,45.0
ORD002584,CityHop,WH-C3,0,5,77.2
ORD002585,SwiftRun,WH-B2,5,4,67.9
ORD002586,CityHop,WH-D4,0,4,48.1
ORD002587,NovaShip,WH-C3,5,7,122.4
ORD002588,MetroDash,WH-C3,4,3,50.3
ORD002589,MetroDash,WH-A1,5,1,64.8
ORD002590,NovaShip,WH-B2,0,4,72.8
ORD002591,CityHop,WH-D4,3,0,76.3
ORD002592,CityHop,WH-C3,1,4,56.8
ORD002593,SwiftRun,WH-A1,5,2,96.1
ORD002594,MetroDash,WH-A1,3,4,85.1
ORD002595,MetroDash,WH-D4,1,6,74.7
ORD002596,RapidoLog,WH-D4,2,7,62.9
ORD002597,NovaShip,WH-C3,1,5,74.2
ORD002598,MetroDash,WH-D4,3,7,94.8
ORD002599,RapidoLog,WH-D4,3,5,93.6
ORD002600,MetroDash,WH-B2,0,0,48.5
ORD002601,RapidoLog,WH-C3,3,5,62.2
ORD002602,CityHop,WH-D4,2,3,92.8
ORD002603,SwiftRun,WH-A1,0,4,15.2
ORD002604,NovaShip,WH-C3,3,1,88.5
ORD002605,CityHop,WH-A1,0,8,88.3
ORD002606,CityHop,WH-C3,3,7,80.7
ORD002607,SwiftRun,WH-C3,5,7,90.5
ORD002608,MetroDash,WH-C3,3,5,45.7
ORD002609,MetroDash,WH-B2,0,2,39.2
ORD002610,NovaShip,WH-D4,1,2,86.3
ORD002611,RapidoLog,WH-D4,0,4,34.5
ORD002612,NovaShip,WH-C3,1,4,56.6
ORD002613,CityHop,WH-C3,0,0,51.9
ORD002614,CityHop,WH-A1,4,6,77.3
ORD002615,MetroDash,WH-C3,0,8,50.6
ORD002616,CityHop,WH-A1,2,3,117.7
ORD002617,NovaShip,WH-C3,2,0,54.7
ORD002618,SwiftRun,WH-D4,3,5,53.8
ORD002619,CityHop,WH-A1,4,0,93.1
ORD002620,NovaShip,WH-B2,2,2,27.5
ORD002621,MetroDash,WH-A1,4,1,74.4
ORD002622,RapidoLog,WH-A1,1,3,88.4
ORD002623,CityHop,WH-B2,0,3,99.3
ORD002624,SwiftRun,WH-D4,2,8,74.5
ORD002625,RapidoLog,WH-B2,5,4,89.5
ORD002626,MetroDash,WH-D4,4,4,97.5
ORD002627,SwiftRun,WH-A1,3,1,81.3
ORD002628,NovaShip,WH-B2,1,4,66.2
ORD002629,MetroDash,WH-B2,5,1,70.2
ORD002630,MetroDash,WH-A1,4,3,76.1
ORD002631,SwiftRun,WH-C3,4,3,77.7
ORD002632,MetroDash,WH-B2,1,0,68.3
ORD002633,RapidoLog,WH-B2,2,3,36.9
ORD002634,SwiftRun,WH-C3,5,8,83.5
ORD002635,RapidoLog,WH-A1,2,8,104.2
ORD002636,RapidoLog,WH-C3,3,6,72.2
ORD002637,NovaShip,WH-C3,3,6,116.9
ORD002638,MetroDash,WH-B2,4,8,111.6
ORD002639,CityHop,WH-D4,5,3,85.0
ORD002640,SwiftRun,WH-A1,5,3,59.4
ORD002641,RapidoLog,WH-A1,4,0,65.4
ORD002642,CityHop,WH-B2,4,2,81.2
ORD002643,RapidoLog,WH-A1,2,3,66.1
ORD002644,MetroDash,WH-A1,4,5,101.5
ORD002645,NovaShip,WH-D4,5,8,119.7
ORD002646,NovaShip,WH-B2,1,8,64.4
ORD002647,MetroDash,WH-B2,1,5,68.7
ORD002648,RapidoLog,WH-D4,3,7,117.7
ORD002649,MetroDash,WH-D4,2,4,49.6
ORD002650,RapidoLog,WH-C3,2,5,55.9
ORD002651,CityHop,WH-A1,5,1,103.4
ORD002652,SwiftRun,WH-D4,3,4,54.1
ORD002653,CityHop,WH-D4,2,1,50.5
ORD002654,CityHop,WH-B2,0,1,29.2
